taxon,sample,taxonomic_level,level,family,genus,id,latitude_dd,longitude_dd,type,base,top,age,age_range,ageBin,layer
Cantharis|tristis|F.,COUN001138|5299,species,species,CANTHARIDAE,Cantharis,5299,44.78361,6.288611,sequences,9924,9553,9738.5,371,10000,20
Chaetocnema|sahlbergi|(Gyll.),COUN001562|7562,species,species,CHRYSOMELIDAE,Chaetocnema,7562,44.713333,3.0883334,sequences,10246,9596,9921,650,10000,20
Coccinella|septempunctata|L.,COUN000747|3503,species,species,COCCINELLIDAE,Coccinella,3503,44.057777,7.457222,sequences,9897,9623,9760,274,10000,20
Coccinella|venusta|Weise,COUN000747|3501,species,species,COCCINELLIDAE,Coccinella,3501,44.057777,7.457222,sequences,9626,9382,9504,244,10000,20
Coelostoma|orbiculare|(F.),COUN001562|7560,species,species,HYDROPHILIDAE,Coelostoma,7560,44.713333,3.0883334,sequences,9848,9643,9745.5,205,10000,20
Coelostoma|orbiculare|(F.),COUN001562|7562,species,species,HYDROPHILIDAE,Coelostoma,7562,44.713333,3.0883334,sequences,10246,9596,9921,650,10000,20
Colymbetes|fuscus|(L.),COUN001562|7559,species,species,DYTISCIDAE,Colymbetes,7559,44.713333,3.0883334,sequences,10083,9658,9870.5,425,10000,20
Colymbetes|fuscus|(L.),COUN001562|7560,species,species,DYTISCIDAE,Colymbetes,7560,44.713333,3.0883334,sequences,9848,9643,9745.5,205,10000,20
Colymbetes|fuscus|(L.),COUN001562|7561,species,species,DYTISCIDAE,Colymbetes,7561,44.713333,3.0883334,sequences,9981,9669,9825,312,10000,20
Cratosilis|denticollis|Schummel,COUN001138|5298,species,species,CANTHARIDAE,Cratosilis,5298,44.78361,6.288611,sequences,10099,9621,9860,478,10000,20
Cryptobium|fracticorne|(Payk.),COUN001562|7562,species,species,STAPHYLINIDAE,Cryptobium,7562,44.713333,3.0883334,sequences,10246,9596,9921,650,10000,20
Curculio|nucum|L.,COUN001138|5299,species,species,CURCULIONIDAE,Curculio,5299,44.78361,6.288611,sequences,9924,9553,9738.5,371,10000,20
Dascillus|cervinus|(L.),COUN001138|5300,species,species,DASCILLIDAE,Dascillus,5300,44.78361,6.288611,sequences,9688,9398,9543,290,10000,20
Dasytes|caeruleus|(Deg.),COUN000747|3502,species,species,MELYRIDAE,Dasytes,3502,44.057777,7.457222,sequences,9831,9550,9690.5,281,10000,20
Dasytes|caeruleus|(Deg.),COUN001138|5299,species,species,MELYRIDAE,Dasytes,5299,44.78361,6.288611,sequences,9924,9553,9738.5,371,10000,20
Donacia|dentata|Hoppe,COUN001562|7560,species,species,CHRYSOMELIDAE,Donacia,7560,44.713333,3.0883334,sequences,9848,9643,9745.5,205,10000,20
Erichsonius|cinerescens|(Grav.),COUN001562|7562,species,species,STAPHYLINIDAE,Erichsonius,7562,44.713333,3.0883334,sequences,10246,9596,9921,650,10000,20
Eubrychius|velutus|(Beck),COUN001562|7559,species,species,CURCULIONIDAE,Eubrychius,7559,44.713333,3.0883334,sequences,10083,9658,9870.5,425,10000,20
Eubrychius|velutus|(Beck),COUN001562|7560,species,species,CURCULIONIDAE,Eubrychius,7560,44.713333,3.0883334,sequences,9848,9643,9745.5,205,10000,20
Euheptaulacus|carinatus|(Germ.),COUN001138|5300,species,species,SCARABAEIDAE,Euheptaulacus,5300,44.78361,6.288611,sequences,9688,9398,9543,290,10000,20
Gymnusa|brevicollis|(Payk.),COUN001562|7561,species,species,STAPHYLINIDAE,Gymnusa,7561,44.713333,3.0883334,sequences,9981,9669,9825,312,10000,20
Gymnusa|brevicollis|(Payk.),COUN001562|7562,species,species,STAPHYLINIDAE,Gymnusa,7562,44.713333,3.0883334,sequences,10246,9596,9921,650,10000,20
Helophorus|glacialis|Villa,COUN000747|3501,species,species,HYDROPHILIDAE,Helophorus,3501,44.057777,7.457222,sequences,9626,9382,9504,244,10000,20
Helophorus|glacialis|Villa,COUN000747|3503,species,species,HYDROPHILIDAE,Helophorus,3503,44.057777,7.457222,sequences,9897,9623,9760,274,10000,20
Helophorus|tuberculatus|Gyll.,COUN001138|5299,species,species,HYDROPHILIDAE,Helophorus,5299,44.78361,6.288611,sequences,9924,9553,9738.5,371,10000,20
Hoplia|argentea|(Poda),COUN001138|5299,species,species,SCARABAEIDAE,Hoplia,5299,44.78361,6.288611,sequences,9924,9553,9738.5,371,10000,20
Hydrobius|fuscipes|agg.,COUN001138|5298,species,species,HYDROPHILIDAE,Hydrobius,5298,44.78361,6.288611,sequences,10099,9621,9860,478,10000,20
Hydrobius|fuscipes|agg.,COUN001138|5299,species,species,HYDROPHILIDAE,Hydrobius,5299,44.78361,6.288611,sequences,9924,9553,9738.5,371,10000,20
Hydroporus|palustris|(L.),COUN000747|3503,species,species,DYTISCIDAE,Hydroporus,3503,44.057777,7.457222,sequences,9897,9623,9760,274,10000,20
Hydroporus|scalesianus|Steph.,COUN001562|7561,species,species,DYTISCIDAE,Hydroporus,7561,44.713333,3.0883334,sequences,9981,9669,9825,312,10000,20
Hydroporus|scalesianus|Steph.,COUN001562|7562,species,species,DYTISCIDAE,Hydroporus,7562,44.713333,3.0883334,sequences,10246,9596,9921,650,10000,20
Hygrotus|inaequalis|(F.),COUN001562|7560,species,species,DYTISCIDAE,Hygrotus,7560,44.713333,3.0883334,sequences,9848,9643,9745.5,205,10000,20
Hygrotus|inaequalis|(F.),COUN001562|7561,species,species,DYTISCIDAE,Hygrotus,7561,44.713333,3.0883334,sequences,9981,9669,9825,312,10000,20
Lathrobium|rufipenne|Gyll.,COUN001562|7562,species,species,STAPHYLINIDAE,Lathrobium,7562,44.713333,3.0883334,sequences,10246,9596,9921,650,10000,20
Leiopus|nebulosus|(L.),COUN001562|7559,species,species,CERAMBYCIDAE,Leiopus,7559,44.713333,3.0883334,sequences,10083,9658,9870.5,425,10000,20
Lesteva|longoelytrata|(Goeze),COUN001138|5298,species,species,STAPHYLINIDAE,Lesteva,5298,44.78361,6.288611,sequences,10099,9621,9860,478,10000,20
Lesteva|longoelytrata|(Goeze),COUN001138|5300,species,species,STAPHYLINIDAE,Lesteva,5300,44.78361,6.288611,sequences,9688,9398,9543,290,10000,20
Limnebius|truncatellus|(Thun.),COUN000747|3501,species,species,HYDRAENIDAE,Limnebius,3501,44.057777,7.457222,sequences,9626,9382,9504,244,10000,20
Limnebius|truncatellus|(Thun.),COUN001138|5300,species,species,HYDRAENIDAE,Limnebius,5300,44.78361,6.288611,sequences,9688,9398,9543,290,10000,20
Limnobaris|dolorosa|(Goeze),COUN001562|7560,species,species,CURCULIONIDAE,Limnobaris,7560,44.713333,3.0883334,sequences,9848,9643,9745.5,205,10000,20
Limnobaris|dolorosa|(Goeze),COUN001562|7561,species,species,CURCULIONIDAE,Limnobaris,7561,44.713333,3.0883334,sequences,9981,9669,9825,312,10000,20
Limnobaris|dolorosa|(Goeze),COUN001562|7562,species,species,CURCULIONIDAE,Limnobaris,7562,44.713333,3.0883334,sequences,10246,9596,9921,650,10000,20
Longitarsus|holsaticus|(L.),COUN001562|7562,species,species,CHRYSOMELIDAE,Longitarsus,7562,44.713333,3.0883334,sequences,10246,9596,9921,650,10000,20
Macroplea|appendiculata|(Panz.),COUN001562|7559,species,species,CHRYSOMELIDAE,Macroplea,7559,44.713333,3.0883334,sequences,10083,9658,9870.5,425,10000,20
Macroplea|appendiculata|(Panz.),COUN001562|7560,species,species,CHRYSOMELIDAE,Macroplea,7560,44.713333,3.0883334,sequences,9848,9643,9745.5,205,10000,20
Noterus|crassicornis|(Müll.),COUN001562|7559,species,species,NOTERIDAE,Noterus,7559,44.713333,3.0883334,sequences,10083,9658,9870.5,425,10000,20
Noterus|crassicornis|(Müll.),COUN001562|7560,species,species,NOTERIDAE,Noterus,7560,44.713333,3.0883334,sequences,9848,9643,9745.5,205,10000,20
Ochthebius|granulatus|Muls.,COUN000747|3503,species,species,HYDRAENIDAE,Ochthebius,3503,44.057777,7.457222,sequences,9897,9623,9760,274,10000,20
Odacantha|melanura|(L.),COUN001562|7560,species,species,CARABIDAE,Odacantha,7560,44.713333,3.0883334,sequences,9848,9643,9745.5,205,10000,20
Odacantha|melanura|(L.),COUN001562|7561,species,species,CARABIDAE,Odacantha,7561,44.713333,3.0883334,sequences,9981,9669,9825,312,10000,20
Olophrum|consimile|(Gyll.),COUN000747|3501,species,species,STAPHYLINIDAE,Olophrum,3501,44.057777,7.457222,sequences,9626,9382,9504,244,10000,20
Olophrum|consimile|(Gyll.),COUN000747|3502,species,species,STAPHYLINIDAE,Olophrum,3502,44.057777,7.457222,sequences,9831,9550,9690.5,281,10000,20
Olophrum|consimile|(Gyll.),COUN000747|3504,species,species,STAPHYLINIDAE,Olophrum,3504,44.057777,7.457222,sequences,10135,9676,9905.5,459,10000,20
Olophrum|consimile|(Gyll.),COUN001138|5299,species,species,STAPHYLINIDAE,Olophrum,5299,44.78361,6.288611,sequences,9924,9553,9738.5,371,10000,20
Olophrum|consimile|(Gyll.),COUN001138|5300,species,species,STAPHYLINIDAE,Olophrum,5300,44.78361,6.288611,sequences,9688,9398,9543,290,10000,20
Phyllobius|argentatus|(L.),COUN000747|3503,species,species,CURCULIONIDAE,Phyllobius,3503,44.05778,7.457222,sequences,9897,9623,9760,274,10000,20
Prosternon|tessellatum|(L.),COUN001138|5298,species,species,ELATERIDAE,Prosternon,5298,44.78361,6.288611,sequences,10099,9621,9860,478,10000,20
Pterostichus|diligens|(Sturm),COUN001138|5299,species,species,CARABIDAE,Pterostichus,5299,44.78361,6.288611,sequences,9924,9553,9738.5,371,10000,20
Pterostichus|diligens|(Sturm),COUN001562|7561,species,species,CARABIDAE,Pterostichus,7561,44.71333,3.088333,sequences,9981,9669,9825,312,10000,20
Rhynchaenus|quercus|(L.),COUN001562|7560,species,species,CURCULIONIDAE,Rhynchaenus,7560,44.71333,3.088333,sequences,9848,9643,9745.5,205,10000,20
Scirtes|hemisphericus|(L.),COUN001562|7561,species,species,SCIRTIDAE,Scirtes,7561,44.71333,3.088333,sequences,9981,9669,9825,312,10000,20
Scirtes|hemisphericus|(L.),COUN001562|7562,species,species,SCIRTIDAE,Scirtes,7562,44.71333,3.088333,sequences,10246,9596,9921,650,10000,20
Stictotarsus|griseostriatus|(Deg.),COUN000747|3503,species,species,DYTISCIDAE,Stictotarsus,3503,44.05778,7.457222,sequences,9897,9623,9760,274,10000,20
Stictotarsus|griseostriatus|(Deg.),COUN000747|3504,species,species,DYTISCIDAE,Stictotarsus,3504,44.05778,7.457222,sequences,10135,9676,9905.5,459,10000,20
Tetartopaeus|terminatus|(Grav.),COUN001138|5300,species,species,STAPHYLINIDAE,Tetartopaeus,5300,44.78361,6.288611,sequences,9688,9398,9543,290,10000,20
Tetartopaeus|terminatus|(Grav.),COUN001562|7562,species,species,STAPHYLINIDAE,Tetartopaeus,7562,44.71333,3.088333,sequences,10246,9596,9921,650,10000,20
Xanthogaleruca|luteola|(Müll.),COUN001562|7559,species,species,CHRYSOMELIDAE,Xanthogaleruca,7559,44.71333,3.088333,sequences,10083,9658,9870.5,425,10000,20
Acylophorus|glaberrimus|(Hbst.),COUN001562|7563,species,species,STAPHYLINIDAE,Acylophorus,7563,44.713333,3.0883334,sequences,10514,9496,10005,1018,10500,21
Agabus|bipustulatus|(L.),COUN000747|3505,species,species,DYTISCIDAE,Agabus,3505,44.057777,7.457222,sequences,10355,9930,10142.5,425,10500,21
Agabus|bipustulatus|(L.),COUN000747|3506,species,species,DYTISCIDAE,Agabus,3506,44.057777,7.457222,sequences,10573,10182,10377.5,391,10500,21
Amphichroum|hirtellum|(Heer),COUN001138|5297,species,species,STAPHYLINIDAE,Amphichroum,5297,44.78361,6.288611,sequences,10584,10117,10350.5,467,10500,21
Anotylus|tetracarinatus|Block,COUN000747|3505,species,species,STAPHYLINIDAE,Anotylus,3505,44.057777,7.457222,sequences,10355,9930,10142.5,425,10500,21
Anthophagus|bicornis|(Block),COUN001138|5297,species,species,STAPHYLINIDAE,Anthophagus,5297,44.78361,6.288611,sequences,10584,10117,10350.5,467,10500,21
Aphodius|abdominalis|Bonelli,COUN000747|3506,species,species,SCARABAEIDAE,Aphodius,3506,44.057777,7.457222,sequences,10573,10182,10377.5,391,10500,21
Aphodius|abdominalis|Bonelli,COUN001138|5297,species,species,SCARABAEIDAE,Aphodius,5297,44.78361,6.288611,sequences,10584,10117,10350.5,467,10500,21
Cantharis|tristis|F.,COUN001138|5297,species,species,CANTHARIDAE,Cantharis,5297,44.78361,6.288611,sequences,10584,10117,10350.5,467,10500,21
Chaetocnema|sahlbergi|(Gyll.),COUN001562|7563,species,species,CHRYSOMELIDAE,Chaetocnema,7563,44.713333,3.0883334,sequences,10514,9496,10005,1018,10500,21
Coccinella|septempunctata|L.,COUN001138|5297,species,species,COCCINELLIDAE,Coccinella,5297,44.78361,6.288611,sequences,10584,10117,10350.5,467,10500,21
Coelostoma|orbiculare|(F.),COUN001562|7563,species,species,HYDROPHILIDAE,Coelostoma,7563,44.713333,3.0883334,sequences,10514,9496,10005,1018,10500,21
Cryptobium|fracticorne|(Payk.),COUN001562|7563,species,species,STAPHYLINIDAE,Cryptobium,7563,44.713333,3.0883334,sequences,10514,9496,10005,1018,10500,21
Cychrus|attenuatus|(F.),COUN001138|5297,species,species,CARABIDAE,Cychrus,5297,44.78361,6.288611,sequences,10584,10117,10350.5,467,10500,21
Cytilus|sericeus|(Forst.),COUN001138|5297,species,species,BYRRHIDAE,Cytilus,5297,44.78361,6.288611,sequences,10584,10117,10350.5,467,10500,21
Dascillus|cervinus|(L.),COUN001138|5297,species,species,DASCILLIDAE,Dascillus,5297,44.78361,6.288611,sequences,10584,10117,10350.5,467,10500,21
Dianous|coerulescens|(Gyll.),COUN000747|3505,species,species,STAPHYLINIDAE,Dianous,3505,44.057777,7.457222,sequences,10355,9930,10142.5,425,10500,21
Euheptaulacus|carinatus|(Germ.),COUN001138|5297,species,species,SCARABAEIDAE,Euheptaulacus,5297,44.78361,6.288611,sequences,10584,10117,10350.5,467,10500,21
Helophorus|glacialis|Villa,COUN000747|3506,species,species,HYDROPHILIDAE,Helophorus,3506,44.057777,7.457222,sequences,10573,10182,10377.5,391,10500,21
Helophorus|glacialis|Villa,COUN001138|5297,species,species,HYDROPHILIDAE,Helophorus,5297,44.78361,6.288611,sequences,10584,10117,10350.5,467,10500,21
Helophorus|tuberculatus|Gyll.,COUN001138|5297,species,species,HYDROPHILIDAE,Helophorus,5297,44.78361,6.288611,sequences,10584,10117,10350.5,467,10500,21
Hydrobius|fuscipes|agg.,COUN001138|5297,species,species,HYDROPHILIDAE,Hydrobius,5297,44.78361,6.288611,sequences,10584,10117,10350.5,467,10500,21
Hydroporus|palustris|(L.),COUN000747|3505,species,species,DYTISCIDAE,Hydroporus,3505,44.057777,7.457222,sequences,10355,9930,10142.5,425,10500,21
Lathrobium|rufipenne|Gyll.,COUN001562|7563,species,species,STAPHYLINIDAE,Lathrobium,7563,44.713333,3.0883334,sequences,10514,9496,10005,1018,10500,21
Lesteva|longoelytrata|(Goeze),COUN001138|5297,species,species,STAPHYLINIDAE,Lesteva,5297,44.78361,6.288611,sequences,10584,10117,10350.5,467,10500,21
Limnebius|truncatellus|(Thun.),COUN000747|3505,species,species,HYDRAENIDAE,Limnebius,3505,44.057777,7.457222,sequences,10355,9930,10142.5,425,10500,21
Limnebius|truncatellus|(Thun.),COUN000747|3506,species,species,HYDRAENIDAE,Limnebius,3506,44.057777,7.457222,sequences,10573,10182,10377.5,391,10500,21
Limnebius|truncatellus|(Thun.),COUN001138|5297,species,species,HYDRAENIDAE,Limnebius,5297,44.78361,6.288611,sequences,10584,10117,10350.5,467,10500,21
Limnobaris|dolorosa|(Goeze),COUN001562|7563,species,species,CURCULIONIDAE,Limnobaris,7563,44.713333,3.0883334,sequences,10514,9496,10005,1018,10500,21
Longitarsus|holsaticus|(L.),COUN001562|7563,species,species,CHRYSOMELIDAE,Longitarsus,7563,44.713333,3.0883334,sequences,10514,9496,10005,1018,10500,21
Ochthebius|granulatus|Muls.,COUN000747|3506,species,species,HYDRAENIDAE,Ochthebius,3506,44.057777,7.457222,sequences,10573,10182,10377.5,391,10500,21
Olophrum|consimile|(Gyll.),COUN001138|5297,species,species,STAPHYLINIDAE,Olophrum,5297,44.78361,6.288611,sequences,10584,10117,10350.5,467,10500,21
Pityokteines|vorontzowi|(Jacob.),COUN000747|3505,species,species,SCOLYTIDAE,Pityokteines,3505,44.05778,7.457222,sequences,10355,9930,10142.5,425,10500,21
Pselaphus|heisei|Hbst.,COUN001562|7563,species,species,PSELAPHIDAE,Pselaphus,7563,44.71333,3.088333,sequences,10514,9496,10005,1018,10500,21
Pseudomedon|obscurellus|(Er.),COUN001562|7563,species,species,STAPHYLINIDAE,Pseudomedon,7563,44.71333,3.088333,sequences,10514,9496,10005,1018,10500,21
Pterostichus|diligens|(Sturm),COUN001138|5297,species,species,CARABIDAE,Pterostichus,5297,44.78361,6.288611,sequences,10584,10117,10350.5,467,10500,21
Stictotarsus|griseostriatus|(Deg.),COUN000747|3505,species,species,DYTISCIDAE,Stictotarsus,3505,44.05778,7.457222,sequences,10355,9930,10142.5,425,10500,21
Stictotarsus|griseostriatus|(Deg.),COUN000747|3506,species,species,DYTISCIDAE,Stictotarsus,3506,44.05778,7.457222,sequences,10573,10182,10377.5,391,10500,21
Tachinus|elongatus|Gyll.,COUN000747|3506,species,species,STAPHYLINIDAE,Tachinus,3506,44.05778,7.457222,sequences,10573,10182,10377.5,391,10500,21
Tetartopaeus|terminatus|(Grav.),COUN001138|5297,species,species,STAPHYLINIDAE,Tetartopaeus,5297,44.78361,6.288611,sequences,10584,10117,10350.5,467,10500,21
Tetartopaeus|terminatus|(Grav.),COUN001562|7563,species,species,STAPHYLINIDAE,Tetartopaeus,7563,44.71333,3.088333,sequences,10514,9496,10005,1018,10500,21
Xylodrepa|quadrimaculata|(Scop.),COUN001138|5297,species,species,SILPHIDAE,Xylodrepa,5297,44.78361,6.288611,sequences,10584,10117,10350.5,467,10500,21
Acidota|cruentata|Mann.,COUN001138|5296,species,species,STAPHYLINIDAE,Acidota,5296,44.78361,6.288611,sequences,10968,10557,10762.5,411,11000,22
Acilius|sulcatus|(L.),COUN001138|5296,species,species,DYTISCIDAE,Acilius,5296,44.78361,6.288611,sequences,10968,10557,10762.5,411,11000,22
Agabus|bipustulatus|(L.),COUN000747|3507,species,species,DYTISCIDAE,Agabus,3507,44.057777,7.457222,sequences,10788,10432,10610,356,11000,22
Anthophagus|bicornis|(Block),COUN001138|5296,species,species,STAPHYLINIDAE,Anthophagus,5296,44.78361,6.288611,sequences,10968,10557,10762.5,411,11000,22
Aphodius|abdominalis|Bonelli,COUN001138|5296,species,species,SCARABAEIDAE,Aphodius,5296,44.78361,6.288611,sequences,10968,10557,10762.5,411,11000,22
Aphodius|obscurus|(F.),COUN001138|5296,species,species,SCARABAEIDAE,Aphodius,5296,44.78361,6.288611,sequences,10968,10557,10762.5,411,11000,22
Bromius|obscurus|(L.),COUN001138|5296,species,species,CHRYSOMELIDAE,Bromius,5296,44.78361,6.288611,sequences,10968,10557,10762.5,411,11000,22
Cantharis|pagana|Rosen.,COUN001138|5296,species,species,CANTHARIDAE,Cantharis,5296,44.78361,6.288611,sequences,10968,10557,10762.5,411,11000,22
Cantharis|tristis|F.,COUN001138|5296,species,species,CANTHARIDAE,Cantharis,5296,44.78361,6.288611,sequences,10968,10557,10762.5,411,11000,22
Coelostoma|orbiculare|(F.),COUN001562|7558,species,species,HYDROPHILIDAE,Coelostoma,7558,44.713333,3.0883334,sequences,10892,10687,10789.5,205,11000,22
Colymbetes|fuscus|(L.),COUN001562|7558,species,species,DYTISCIDAE,Colymbetes,7558,44.713333,3.0883334,sequences,10892,10687,10789.5,205,11000,22
Cratosilis|denticollis|Schummel,COUN001138|5296,species,species,CANTHARIDAE,Cratosilis,5296,44.78361,6.288611,sequences,10968,10557,10762.5,411,11000,22
Cychrus|attenuatus|(F.),COUN001138|5296,species,species,CARABIDAE,Cychrus,5296,44.78361,6.288611,sequences,10968,10557,10762.5,411,11000,22
Dascillus|cervinus|(L.),COUN001138|5296,species,species,DASCILLIDAE,Dascillus,5296,44.78361,6.288611,sequences,10968,10557,10762.5,411,11000,22
Eubrychius|velutus|(Beck),COUN001562|7558,species,species,CURCULIONIDAE,Eubrychius,7558,44.713333,3.0883334,sequences,10892,10687,10789.5,205,11000,22
Euheptaulacus|carinatus|(Germ.),COUN001138|5296,species,species,SCARABAEIDAE,Euheptaulacus,5296,44.78361,6.288611,sequences,10968,10557,10762.5,411,11000,22
Hydrobius|fuscipes|agg.,COUN001138|5296,species,species,HYDROPHILIDAE,Hydrobius,5296,44.78361,6.288611,sequences,10968,10557,10762.5,411,11000,22
Hyphydrus|ovatus|(L.),COUN001562|7558,species,species,DYTISCIDAE,Hyphydrus,7558,44.713333,3.0883334,sequences,10892,10687,10789.5,205,11000,22
Lesteva|longoelytrata|(Goeze),COUN001138|5296,species,species,STAPHYLINIDAE,Lesteva,5296,44.78361,6.288611,sequences,10968,10557,10762.5,411,11000,22
Limnius|volckmari|(Panz.),COUN000747|3508,species,species,DRYOPIDAE,Limnius,3508,44.057777,7.457222,sequences,11007,10682,10844.5,325,11000,22
Limnobaris|dolorosa|(Goeze),COUN001562|7558,species,species,CURCULIONIDAE,Limnobaris,7558,44.713333,3.0883334,sequences,10892,10687,10789.5,205,11000,22
Macroplea|appendiculata|(Panz.),COUN001562|7558,species,species,CHRYSOMELIDAE,Macroplea,7558,44.713333,3.0883334,sequences,10892,10687,10789.5,205,11000,22
Olophrum|consimile|(Gyll.),COUN001138|5296,species,species,STAPHYLINIDAE,Olophrum,5296,44.78361,6.288611,sequences,10968,10557,10762.5,411,11000,22
Oreina|speciosa|L.,COUN001138|5296,species,species,CHRYSOMELIDAE,Oreina,5296,44.78361,6.288611,sequences,10968,10557,10762.5,411,11000,22
Otiorhynchus|varius|Bohe.,COUN001138|5296,species,species,CURCULIONIDAE,Otiorhynchus,5296,44.78361,6.288611,sequences,10968,10557,10762.5,411,11000,22
Phosphuga|atrata|(L.),COUN001138|5296,species,species,SILPHIDAE,Phosphuga,5296,44.78361,6.288611,sequences,10968,10557,10762.5,411,11000,22
Prosternon|tessellatum|(L.),COUN001138|5296,species,species,ELATERIDAE,Prosternon,5296,44.78361,6.288611,sequences,10968,10557,10762.5,411,11000,22
Pterostichus|diligens|(Sturm),COUN001138|5296,species,species,CARABIDAE,Pterostichus,5296,44.78361,6.288611,sequences,10968,10557,10762.5,411,11000,22
